period,mean,p10,p50,p90
165,2.076930331842434,1.4188777977702678,2.033733125662906,2.7967403263987185
166,2.086470918499444,1.4305850462681031,2.041334667830034,2.8126589559264765
167,2.0968942086326536,1.4365722173753648,2.048454043663567,2.824095161819573
168,2.1058973901550666,1.4374791601221606,2.062081744606247,2.83681097356166
169,2.113926820065057,1.4381230910657727,2.0594544759184297,2.8623666742111658
170,2.1219226750424087,1.4423651122699188,2.0740141148244415,2.871702842432351
171,2.131235160527886,1.4512147689443824,2.088755814139824,2.881914951572547
172,2.1416663627638535,1.4535147665049533,2.0948517904517234,2.9047310768834844
173,2.149883240049049,1.4512893855057165,2.105907235105329,2.9084776714532437
174,2.1600193759802044,1.458954305169608,2.1128308950210917,2.9289002850005574
175,2.1691999313100814,1.4606420111813594,2.119698947573414,2.950971014338165
176,2.1793834415558484,1.4715984148302745,2.1357085802684592,2.9633010913686513
177,2.1896614318980547,1.4691357544999355,2.1437012954586128,2.979483325138284
178,2.200549664596808,1.4690183255335736,2.154299554516397,2.99408878711599
179,2.211363485041818,1.476707911484599,2.165613563549986,3.0119600835342824
